"ID","Name","Type","Rarity"
"Skin.Grain.luminosity024","Fennec: Luminosity 2024","Decal","None"
"Skin.Grain.LuminosityAway","Fennec: Luminosity (Away)","Decal","None"
"Skin.Grain.LuminosityHome","Fennec: Luminosity (Home)","Decal","None"
"Skin.Grain.Mangapanel","Fennec: Pineapple Pinchi","Decal","None"
"Skin.Grain.Omens","Fennec: Martian Wind","Decal","None"
"Skin.Grain.PwrHome","Fennec: PWR (Home)","Decal","None"
"Skin.Grain.Ringer001","Fennec: Cyclops","Decal","None"
"Skin.Grain.Techarrows","Fennec: Vector","Decal","None"
"Skin.GreenClaw.01","Pizza Planet Delivery Truck: Truck Lightwheel","Decal","None"
"Skin.GreenClaw.02","Pizza Planet Delivery Truck: Zurg Overdrive","Decal","None"
"Skin.GreenClaw.RustyLivery","Pizza Planet Delivery Truck: Pizza Planet Delivery Truck","Decal","None"
"Skin.GreyCar.GreyCarA","Back to the Future Time Machine: Back To The Future Time Machine","Decal","None"
"Skin.GreyCar.GreyCarB","Back to the Future Time Machine: Time Machine Grey","Decal","None"
"Skin.GreyCar.Livery01","Back to the Future Time Machine: Time Stream","Decal","None"
"Skin.GreyCar.Livery02","Back to the Future Time Machine: Time Frost","Decal","None"
"Skin.Heaven.Flames","007's Aston Martin Valhalla: Flames","Decal","None"
"Skin.Heaven.Stripes","007's Aston Martin Valhalla: Stripes","Decal","None"
"Skin.Hero.01","The Incredibile: Modern Super Suit","Decal","None"
"Skin.Hero.02","The Incredibile: Classic Super Suit","Decal","None"
"Skin.Hero.03","The Incredibile: Frozone","Decal","None"
"Skin.HydeT1.Flames","Magnifique: Flames","Decal","None"
"Skin.HydeT1.Lightning","Magnifique: Lightning","Decal","None"
"Skin.HydeT1.Livery01","Magnifique: Quel Arrêt","Decal","None"
"Skin.HydeT1.Livery02","Magnifique: Reebar","Decal","None"
"Skin.HydeT1.Stripes","Magnifique: Stripes","Decal","None"
"Skin.HydeT1.Wings","Magnifique: Wings","Decal","None"
"Skin.HydeT2.Flames","Magnifique GXT: Flames","Decal","None"
"Skin.HydeT2.Lightning","Magnifique GXT: Lightning","Decal","None"
"Skin.HydeT2.Livery01","Magnifique GXT: Quel Arrêt","Decal","None"
"Skin.HydeT2.Livery02","Magnifique GXT: Reebar","Decal","None"
"Skin.HydeT2.Stripes","Magnifique GXT: Stripes","Decal","None"
"Skin.HydeT2.Wings","Magnifique GXT: Wings","Decal","None"
"Skin.Import.Aqeous","Takumi: Aqueous","Decal","None"
"Skin.Import.Combo","Takumi: Combo","Decal","None"
"Skin.Import.Gato","Takumi: Copycat","Decal","None"
"Skin.Import.Huntress","Takumi: Huntress","Decal","None"
"Skin.Import.Newtonball","Takumi: BB-8","Decal","None"
"Skin.Import.Nitrous","Takumi: Reiko","Decal","None"
"Skin.Import.Oasis","Takumi: Bloomzoom","Decal","None"
"Skin.Import.Ohai","Takumi: Gaki","Decal","None"
"Skin.Import.Pointypointers","Takumi: Poindexter","Decal","None"
"Skin.Import.Stickerbomb","Takumi: Sticker Bomb","Decal","None"
"Skin.Import.Stripes","Takumi: Stripes","Decal","None"
"Skin.Import.Sugarwizzle","Takumi: Whizzle","Decal","None"
"Skin.Import.Techarrows","Takumi: Vector","Decal","None"
"Skin.Import.Technologic","Takumi: Crazy-8","Decal","None"
"Skin.Import.Wallpaper","Takumi: Dolphino","Decal","None"
"Skin.Import.Wisp","Takumi: Chaser","Decal","None"
"Skin.Interceptor.Flames","Ripper: Flames","Decal","None"
"Skin.Interceptor.Getkraken","Ripper: Ockie","Decal","None"
"Skin.Interceptor.Kitsune","Ripper: Shot Fox","Decal","None"
"Skin.Interceptor.Sandgirl","Ripper: Bomber","Decal","None"
"Skin.Interceptor.Spikes","Ripper: Spikes","Decal","None"
"Skin.Interceptor.Theeye","Ripper: Stibium","Decal","None"
"Skin.Interceptor.Tribal","Ripper: Tribal","Decal","None"
"Skin.IvoryCascade.IvoryCascade05","Lamborghini Temerario GT3: Il Vanto","Decal","Lamborghini"
"Skin.IvoryCascade.IvoryCascade06","Lamborghini Temerario GT3: Neochrome","Decal","Lamborghini"
"Skin.IvoryCascade.IvoryCascade07","Lamborghini Temerario GT3: Limitless","Decal","Lamborghini"
"Skin.IvoryCascade.IvoryCascade08","Lamborghini Temerario GT3: 96 Star","Decal","Lamborghini"
"Skin.IvoryCascade.IvoryCascade09","Lamborghini Temerario GT3: Iced Chrome","Decal","Lamborghini"
"Skin.Jam.EvilOrnament01","Porsche 911 GT3 RS: Darth Vader","Decal","Star Wars"
"Skin.Jam.EvilOrnament02","Porsche 911 GT3 RS: Darth Maul","Decal","Star Wars"
"Skin.Jam.EvilOrnament03","Porsche 911 GT3 RS: Captain Phasma","Decal","Star Wars"
"Skin.Jam.Flames","Porsche 911 GT3 RS: Flames","Decal","Porsche"
"Skin.Jam.Lightning","Porsche 911 GT3 RS: Lightning","Decal","Porsche"
"Skin.Jam.Livery1","Porsche 911 GT3 RS: RL Grid","Decal","Porsche"
"Skin.Jam.Livery2","Porsche 911 GT3 RS: Speedsketch","Decal","Porsche"
"Skin.Jam.Livery3","Porsche 911 GT3 RS: Team Switcher","Decal","Porsche"
"Skin.Jam.Livery4","Porsche 911 GT3 RS: GT3 RS Signature","Decal","Porsche"
"Skin.Jam.Stripes","Porsche 911 GT3 RS: Stripes","Decal","Porsche"
"Skin.Jam.Wings","Porsche 911 GT3 RS: Wings","Decal","Porsche"
"Skin.Jekyll.Flames","Corlay: Flames","Decal","None"
"Skin.Jekyll.Lightning","Corlay: Lightning","Decal","None"
"Skin.Jekyll.Livery01","Corlay: Reebar","Decal","None"
"Skin.Jekyll.Livery02","Corlay: Quel Arrêt","Decal","None"
"Skin.Jekyll.Stripes","Corlay: Stripes","Decal","None"
"Skin.Jekyll.Wings","Corlay: Wings","Decal","None"
"Skin.Jinn.FlamesTierall","Redline: Flames","Decal","None"
"Skin.Jinn.LightningTierall","Redline: Lightning","Decal","None"
"Skin.Jinn.StripesTierall","Redline: Stripes","Decal","None"
"Skin.Jinn.TechTierall","Redline: Tech","Decal","None"
"Skin.Jinn.WingsTierall","Redline: Wings","Decal","None"
"Skin.Keanu.Flames","Mako: Flames","Decal","None"
"Skin.Keanu.Lightning","Mako: Lightning","Decal","None"
"Skin.Keanu.Livery","Mako: Circuit","Decal","None"
"Skin.Keanu.Livery2","Mako: Submariner","Decal","None"
"Skin.Keanu.Stripes","Mako: Stripes","Decal","None"
"Skin.Keanu.Wings","Mako: Wings","Decal","None"
"Skin.KusanagiT1.Beam","Ronin: Beam ONE","Decal","None"
"Skin.KusanagiT1.Crypto","Ronin: Crypto","Decal","None"
"Skin.KusanagiT1.Fade","Ronin: Retrofade","Decal","None"
"Skin.KusanagiT1.Flames","Ronin: Flames","Decal","None"
"Skin.KusanagiT1.Stripes","Ronin: Stripes","Decal","None"
"Skin.KusanagiT1.Wings","Ronin: Wings","Decal","None"
"Skin.LawnAero.01","?INT?Product","Decal","None"
"Skin.LawnAero.02","?INT?Product","Decal","None"
"Skin.LawnAero.03","?INT?Product","Decal","None"
"Skin.LawnAero.04","?INT?Product","Decal","None"
"Skin.LawnAero.05","?INT?Product","Decal","None"
"Skin.LawnAero.06","?INT?Product","Decal","None"
"Skin.LawnAero.07","?INT?Product","Decal","None"
"Skin.LawnAero.08","?INT?Product","Decal","None"
"Skin.LawnAero.09","?INT?Product","Decal","None"
"Skin.LawnAero.10","?INT?Product","Decal","None"
"Skin.LawnAero.11","?INT?Product","Decal","None"
"Skin.Lawrence.Flames","Defender D7X-R: Flames","Decal","Defender"
"Skin.Lawrence.Livery01","Defender D7X-R: Rally Edition","Decal","Defender"
"Skin.Lawrence.Livery02","Defender D7X-R: Matte Petra Copper","Decal","Defender"
"Skin.Lawrence.Stripes","Defender D7X-R: Stripes","Decal","Defender"
"Skin.Legs.Livery01","Recoil AV: O.X.R.","Decal","None"
"Skin.Legs.Livery02","Recoil AV: Blue Dragon","Decal","None"
"Skin.Legs.Livery03","Recoil AV: Unit.01","Decal","None"
"Skin.LemonadeT1.Burst","Harbinger: Edge Burst","Decal","None"
"Skin.LemonadeT1.Camo","Harbinger: Camo","Decal","None"
"Skin.LemonadeT1.Frosted","Harbinger: Ombre","Decal","None"
"Skin.LemonadeT1.Gust","Harbinger: Sally","Decal","None"
"Skin.LemonadeT1.Namesake","Harbinger: Namesake","Decal","None"
"Skin.LemonadeT1.Omens","Harbinger: Martian Wind","Decal","None"
"Skin.LemonadeT1.Quickline","Harbinger: Quickline","Decal","None"
"Skin.LemonadeT1.Stripes","Harbinger: Sripes","Decal","None"
"Skin.Levain.Blackhole","Werewolf: Anticlipse","Decal","None"
"Skin.Levain.Block","Werewolf: Arcadia","Decal","None"
"Skin.Levain.Flair","Werewolf: Big Scratches","Decal","None"
"Skin.Levain.Neko","Werewolf: Shapeshifter","Decal","None"
"Skin.Levain.Stripes","Werewolf: Stripes","Decal","None"
"Skin.Levain.Tech","Werewolf: Tech","Decal","None"
"Skin.Levain.TechArrows","Werewolf: Vector","Decal","None"
"Skin.Levain.Werewolf","Werewolf: Big Bad","Decal","None"
"Skin.Lime.Flames","Stampede: Flames","Decal","None"
"Skin.Lime.Gherkin01","Stampede: Stan Marsh","Decal","None"
"Skin.Lime.Gherkin02","Stampede: Kyle Broflovski","Decal","None"
"Skin.Lime.Gherkin03","Stampede: Eric Cartman","Decal","None"
"Skin.Lime.Gherkin04","Stampede: Kenny McCormick","Decal","None"
"Skin.Lime.Gherkin05","Stampede: Butters Stotch","Decal","None"
"Skin.Lime.Lightning","Stampede: Lightning","Decal","None"
"Skin.Lime.Lime1","Stampede: Retro Paneling","Decal","None"
"Skin.Lime.Lime2","Stampede: Topography","Decal","None"
"Skin.Lime.Stripes","Stampede: Stripes","Decal","None"
"Skin.Lime.Wings","Stampede: Wings","Decal","None"
"Skin.Lionsmane.Lionsmane02","Patty Wagon: DoodleBob","Decal","None"
"Skin.Lionsmane.Lionsmane03","Patty Wagon: Gary","Decal","None"
"Skin.Lux.Branded","Maestro: Apollo","Decal","None"
"Skin.Lux.Clean","Maestro: Outline","Decal","None"
"Skin.Lux.Flames","Maestro: Flames","Decal","None"
"Skin.Lux.Frosted","Maestro: Ombre","Decal","None"
"Skin.Lux.Huntress","Maestro: Huntress","Decal","None"
"Skin.Lux.Lightning","Maestro: Lightning","Decal","None"
"Skin.Lux.Litesmoke","Maestro: Brume","Decal","None"
"Skin.Lux.Stripes","Maestro: Stripes","Decal","None"
"Skin.Lux.Wings","Maestro: Wings","Decal","None"
"Skin.Macht.MachtLivery1","Mercedes-AMG GT 63 S: Matte Black","Decal","Mercedes"
"Skin.Macht.MachtLivery2","Mercedes-AMG GT 63 S: Kai Cenat","Decal","Mercedes"
"Skin.Macht.MachtLivery3","Mercedes-AMG GT 63 S: AMG","Decal","Mercedes"
"Skin.Magnet.Magnet1","Ford Mustang Shelby GT500: Silver Bullet","Decal","Ford"
"Skin.Magnet.Magnet2","Ford Mustang Shelby GT500: Mustang","Decal","Ford"
"Skin.Magnet.Magnet3","Ford Mustang Shelby GT500: Formula Ford","Decal","Ford"
"Skin.Manual.Flames","Pontiac Firebird: Flames","Decal","Pontiac"
"Skin.Manual.Lightning","Pontiac Firebird: Lightning","Decal","Pontiac"
"Skin.Manual.Livery01","Pontiac Firebird: Calified","Decal","Pontiac"
"Skin.Manual.Livery02","Pontiac Firebird: Band Car","Decal","Pontiac"
"Skin.Manual.Livery03","Pontiac Firebird: Mall Cop","Decal","Pontiac"
"Skin.Manual.Stripes","Pontiac Firebird: Stripes","Decal","Pontiac"
"Skin.Manual.Wings","Pontiac Firebird: Wings","Decal","Pontiac"
"Skin.Maser.Flames","Mamba: Flames","Decal","None"
"Skin.Maser.Frosted","Mamba: Ombre","Decal","None"
"Skin.Maser.Lightning","Mamba: Lightning","Decal","None"
"Skin.Maser.Stripes","Mamba: Stripes","Decal","None"
"Skin.Maser.Timmy1","Mamba: Finn the Human","Decal","None"
"Skin.Maser.Timmy2","Mamba: Jake the Dog","Decal","None"
"Skin.Maser.Wings","Mamba: Wings","Decal","None"
"Skin.Melonpan.B","Fast & Furious Nissan Skyline: Reel Life","Decal","Nissan"
"Skin.Melonpan.Billboard","Fast & Furious Nissan Skyline: Clean Cut","Decal","Nissan"
"Skin.Melonpan.Grimace","Fast & Furious Nissan Skyline: The Clutch","Decal","Nissan"
"Skin.Melonpan.Livery1","Fast & Furious Nissan Skyline: Twilight Skyline","Decal","Nissan"
"Skin.Melonpan.Oldschool","Fast & Furious Nissan Skyline: Home Stretch","Decal","Nissan"
"Skin.Melonpan.Outline","Fast & Furious Nissan Skyline: 2Bold","Decal","Nissan"
"Skin.Melonpan.Rks","Fast & Furious Nissan Skyline: 2Cool","Decal","Nissan"
"Skin.Melonpan.Zillah","Fast & Furious Nissan Skyline: 2Tuff","Decal","Nissan"
"Skin.Mitty.Flow","Komodo: Okapi","Decal","None"
"Skin.Mitty.Fractured","Komodo: Fractured","Decal","None"
"Skin.Mitty.Spiral","Komodo: Drop Zone","Decal","None"
"Skin.Mitty.Stripes","Komodo: Stripes","Decal","None"
"Skin.Mitty.Tech","Komodo: Tech","Decal","None"
"Skin.Mitty.Triangle","Komodo: Fractal Point","Decal","None"
"Skin.MoonFlaxSports.Flames","Lockjaw: Flames","Decal","None"
"Skin.MoonFlaxSports.Lightning","Lockjaw: Lightning","Decal","None"
"Skin.MoonFlaxSports.Livery1","Lockjaw: Lockjaw Blackout","Decal","None"
"Skin.MoonFlaxSports.Livery2","Lockjaw: Lockjaw Heatwave","Decal","None"
"Skin.MoonFlaxSports.Livery3","Lockjaw: Lockjaw Oasis","Decal","None"
"Skin.MoonFlaxSports.Stripes","Lockjaw: Stripes","Decal","None"
"Skin.MoonFlaxSports.Wings","Lockjaw: Wings","Decal","None"
"Skin.MoonFlaxSUV.Flames","Behemoth: Flames","Decal","None"
"Skin.MoonFlaxSUV.Lightning","Behemoth: Lightning","Decal","None"
"Skin.MoonFlaxSUV.Livery1","Behemoth: Behemoth Blackout","Decal","None"
"Skin.MoonFlaxSUV.Livery2","Behemoth: Behemoth Dune Hunter","Decal","None"
"Skin.MoonFlaxSUV.Stripes","Behemoth: Stripes","Decal","None"
"Skin.MoonFlaxSUV.Wings","Behemoth: Wings","Decal","None"
"Skin.Mudpie.Flames","Jeep Wrangler Rubicon: Flames","Decal","Jeep"
"Skin.Mudpie.Lightning","Jeep Wrangler Rubicon: Lightning","Decal","Jeep"
"Skin.Mudpie.Mudpie1","Jeep Wrangler Rubicon: Tomb Raider","Decal","Jeep"
"Skin.Mudpie.Mudpie2","Jeep Wrangler Rubicon: Hydro Blue","Decal","Jeep"
"Skin.Mudpie.Stripes","Jeep Wrangler Rubicon: Stripes","Decal","Jeep"
"Skin.Mudpie.Wings","Jeep Wrangler Rubicon: Wings","Decal","Jeep"
"Skin.Multigrain.80sClass","Imperator DT5: '80s Grad","Decal","None"
"Skin.Multigrain.ArcSquad","Imperator DT5: ARC","Decal","None"
"Skin.Multigrain.Bouncy","Imperator DT5: Windswept","Decal","None"
"Skin.Multigrain.BP","Imperator DT5: NBP","Decal","None"
"Skin.Multigrain.FuzzyFuzzy","Imperator DT5: Tevolo","Decal","None"
"Skin.Multigrain.MoshPitter","Imperator DT5: Mosher","Decal","None"
"Skin.Multigrain.Painted","Imperator DT5: Skullcap","Decal","None"
"Skin.Multigrain.Pat","Imperator DT5: Righteous Sun","Decal","None"
"Skin.Multigrain.Shapes","Imperator DT5: Overhaul","Decal","None"
"Skin.Musclecar.GuildEsports","Dominus: Guild (Home)","Decal","None"
"Skin.Musclecar.GuildEsportsA","Dominus: Guild (Away)","Decal","None"
"Skin.Musclecar.Hhpuzzle","Dominus: Billy The Puppet","Decal","None"
"Skin.Musclecar.Iceburg","Dominus: Zuko","Decal","None"
"Skin.Musclecar.Kru024","Dominus: KRÜ 2024","Decal","None"
"Skin.Musclecar.MisfitsTC","Dominus: Misfits Gaming (Home)","Decal","None"
"Skin.Musclecar.MisfitsTCA","Dominus: Misfits Gaming (Away)","Decal","None"
"Skin.Musclecar.Mustard","Dominus: SoftShard","Decal","None"
"Skin.Musclecar.OpticgamingAway","Dominus: OpTic Gaming (Away)","Decal","None"
"Skin.Musclecar.OpticgamingHome","Dominus: OpTic Gaming (Home)","Decal","None"
"Skin.Musclecar.Racer","Dominus: Demagogue","Decal","None"
"Skin.Musclecar.Rebellion024","Dominus: Rebellion 2024","Decal","None"
"Skin.Musclecar.ReciprocityEsports","Dominus: Reciprocity","Decal","None"
"Skin.Musclecar.Resolve024","Dominus: Resolve 2024","Decal","None"
"Skin.Musclecar.Rix","Dominus: Rix.GG (Home)","Decal","None"
"Skin.Musclecar.RixA","Dominus: Rix.GG (Away)","Decal","None"
"Skin.Musclecar.SolaryHome","Dominus: Solary (Home)","Decal","None"
"Skin.Musclecar.SoniqsAway","Dominus: Susquehanna Soniqs (Away)","Decal","None"
"Skin.Musclecar.SoniqsEsports","Dominus: Susquehanna Soniqs","Decal","None"
"Skin.Musclecar.SoniqsHome","Dominus: Susquehanna Soniqs (Home)","Decal","None"
"Skin.Musclecar.Stripedynamic","Dominus: Aggressor","Decal","None"
"Skin.Musclecar.Stripes","Dominus: Stripes","Decal","None"
"Skin.Musclecar.Teamliquid","Dominus: Team Liquid (Home)","Decal","None"
"Skin.Musclecar.TeamliquidA","Dominus: Team Liquid (Away)","Decal","None"
"Skin.Musclecar.TeamliquidAway","Dominus: Team Liquid (Away)","Decal","None"
"Skin.Musclecar.TeamliquidHome","Dominus: Team Liquid (Home)","Decal","None"
"Skin.Musclecar.Teamvitality024","Dominus: Team Vitality 2024","Decal","None"
"Skin.Musclecar.Techarrows","Dominus: Vector","Decal","None"
"Skin.Musclecar.VeloceEsports","Dominus: Veloce","Decal","None"
"Skin.Musclecar.Wasteland","Dominus: Wasteland","Decal","None"
"Skin.MuscleCar2.EvilOrnament01","Dominus GT: General Grievous","Decal","Star Wars"
"Skin.MuscleCar2.Flames","Dominus GT: Flames","Decal","None"
"Skin.MuscleCar2.Protractor","Dominus GT: Protractor","Decal","None"
"Skin.MuscleCar2.Stripes","Dominus GT: Stripes","Decal","None"
"Skin.MuscleCar2.Sunburst","Dominus GT: Sunburst","Decal","None"
"Skin.MuscleCar2.Techno","Dominus GT: Techno","Decal","None"
"Skin.MuscleCar2.Wings","Dominus GT: Wings","Decal","None"
"Skin.NeoCar.Chibi","Masamune: Kawaii","Decal","None"
"Skin.NeoCar.Demon","Masamune: Oni","Decal","None"
"Skin.NeoCar.Dragon","Masamune: Druk","Decal","None"
"Skin.NeoCar.Flames","Masamune: Flames","Decal","None"
"Skin.NeoCar.Min","Masamune: Min-Spec","Decal","None"
"Skin.NeoCar.Pill","Masamune: Otaku","Decal","None"
"Skin.NeoCar.Squid","Masamune: DJ Sushi","Decal","None"
"Skin.NeoCar.Stars","Masamune: Stars","Decal","None"
"Skin.NeoCar.Stripes","Masamune: Stripes","Decal","None"
"Skin.NeoCar.Threeangle","Masamune: Trihedron","Decal","None"
"Skin.NeoCar.Track","Masamune: Road Rage","Decal","None"
"Skin.NeoCar.Yokai","Masamune: Yokai","Decal","None"
"Skin.NeptuneShell.Flames","?INT?Product","Decal","None"
"Skin.NeptuneShell.Lightning","?INT?Product","Decal","None"
"Skin.NeptuneShell.Livery01","?INT?Product","Decal","None"
"Skin.Nerd.Big01","Nissan Skyline GT-R (R32): Godzilla","Decal","None"
"Skin.Nerd.Big02","Nissan Skyline GT-R (R32): Kong","Decal","None"
"Skin.Nerd.Big03","Nissan Skyline GT-R (R32): Godzilla Evolved","Decal","None"
"Skin.Nerd.Big04","Nissan Skyline GT-R (R32): Mechagodzilla","Decal","None"
"Skin.Norton.Omens","Nexus: Martian Wind","Decal","None"
"Skin.Numb.01","Aston Martin Valhalla: Gryffindor","Decal","None"
"Skin.Numb.02","Aston Martin Valhalla: Slytherin","Decal","None"
"Skin.Numb.03","Aston Martin Valhalla: Ravenclaw","Decal","None"
"Skin.Numb.04","Aston Martin Valhalla: Hufflepuff","Decal","None"
"Skin.Numb.Numb05","Aston Martin Valhalla: Aston Martin Signature","Decal","Aston Martin"
"Skin.Number6.Omens","?INT?Product?","Decal","None"
"Skin.Number6.Xmat","?INT?Product?","Decal","None"
"Skin.O2.Esports","Octane ZSR: RLCS","Decal","None"
"Skin.O2.Hyperstripes","Octane ZSR: Mean Streak","Decal","None"
"Skin.O2.Interceptor","Octane ZSR: Interceptor","Decal","None"
"Skin.O2.Jiangshi","Octane ZSR: Jiangshi","Decal","None"
"Skin.O2.Namesake","Octane ZSR: Namesake","Decal","None"
"Skin.O2.Peace","Octane ZSR: Peace","Decal","None"
"Skin.O2.Robosquid","Octane ZSR: Mechaceph","Decal","None"
"Skin.O2.Spotlight","Octane ZSR: Gobo","Decal","None"
"Skin.O2.Superflames","Octane ZSR: Wildfire","Decal","None"
"Skin.Oblong.Accent","Lamborghini Huracán STO: Lamborghini Huracán STO v2","Decal","Lamborghini"
"Skin.Oblong.Curioustuna01","Lamborghini Huracán STO: Throne of Thorns","Decal","Icon"
"Skin.Oblong.Curioustuna02","Lamborghini Huracán STO: Doja Driver","Decal","Icon"
"Skin.Oblong.Flames","Lamborghini Huracán STO: Flames","Decal","Lamborghini"
"Skin.Oblong.Lightning","Lamborghini Huracán STO: Lightning","Decal","Lamborghini"
"Skin.Oblong.OblongB","Lamborghini Huracán STO: Lamborghini Huracán STO","Decal","Lamborghini"
"Skin.Oblong.Stripes","Lamborghini Huracán STO: Stripes","Decal","Lamborghini"
"Skin.Oblong.Wings","Lamborghini Huracán STO: Wings","Decal","Lamborghini"
"Skin.Octane.Aglet02","Octane: Arsenal F.C.","Decal","None"
"Skin.Octane.Aglet03","Octane: Real Madrid CF","Decal","None"
"Skin.Octane.Aglet04","Octane: Manchester United","Decal","None"
"Skin.Octane.Aglet05","Octane: Juventus","Decal","None"
"Skin.Octane.Aglet07","Octane: FIFA Club World Cup Ball","Decal","None"
"Skin.Octane.Alebrijerocker","Octane: Linares","Decal","None"
"Skin.Octane.Alientheif","Octane: Abducted","Decal","None"
"Skin.Octane.Anthony","Octane: Yasuke","Decal","None"
"Skin.Octane.ArzH","Octane: Arizona Cardinals","Decal","None"
"Skin.Octane.AventurineLTE","Octane: Miku Rider Dark","Decal","Icon"
"Skin.Octane.AW2","Octane: A.W.","Decal","None"
"Skin.Octane.AztecSnake","Octane: Quetzalcoatl","Decal","None"
"Skin.Octane.Badbeats","Octane: Hakkaa","Decal","None"
"Skin.Octane.Baroque","Octane: Rocket Royalty","Decal","None"
"Skin.Octane.Bask","Octane: Doodled","Decal","None"
"Skin.Octane.Beep","Octane: R2-D2","Decal","None"
"Skin.Octane.Blammer","Octane: POW!","Decal","None"
"Skin.Octane.Bouncecube","Octane: Tumbling Blocks","Decal","None"
"Skin.Octane.BtlH","Octane: Baltimore Ravens","Decal","None"
"Skin.Octane.Cannonballer","Octane: Cannon Baller","Decal","None"
"Skin.Octane.Cheesy","Octane: Creamery","Decal","None"
"Skin.Octane.Cheetah","Octane: Fee-Line","Decal","None"
"Skin.Octane.ChristmasTree","Octane: Christmas Tree","Decal","None"
"Skin.Octane.Classylady","Octane: Shmeedian","Decal","None"
"Skin.Octane.ContemplativeRabbit","Octane: Titanfruit","Decal","None"
"Skin.Octane.Courgette01","Octane: Little Chef","Decal","None"
"Skin.Octane.Crowscare","Octane: Crowscare","Decal","None"
"Skin.Octane.CSBombers","Octane: Bombers","Decal","None"
"Skin.Octane.CSExpress","Octane: Express","Decal","None"
"Skin.Octane.CSKodiaks","Octane: Kodiaks","Decal","None"
"Skin.Octane.CSMammoths","Octane: Mammoths","Decal","None"
"Skin.Octane.Curve","Octane: Ovaleezy","Decal","None"
"Skin.Octane.Dragoncat","Octane: deadmau5 Decade","Decal","Icon"
"Skin.Octane.Dragoner","Octane: Dragon","Decal","None"
"Skin.Octane.DuelingDragons","Octane: Dragonista","Decal","None"
"Skin.Octane.Duneracer","Octane: Dune Racer","Decal","None"
"Skin.Octane.Easteregger","Octane: Erratum","Decal","None"
"Skin.Octane.EdgeStar","Octane: Edge Star","Decal","None"
"Skin.Octane.Edgy","Octane: Edgewise","Decal","None"
"Skin.Octane.Elgato","Octane: El Gato","Decal","None"
"Skin.Octane.Elvesb","Octane: Fred","Decal","None"
"Skin.Octane.EndgameHome","Octane: EndGame (Home)","Decal","None"
"Skin.Octane.Endpoint024","Octane: Endpoint 2024","Decal","None"
"Skin.Octane.EndpointAway","Octane: Endpoint (Away)","Decal","None"
"Skin.Octane.EndpointEsports","Octane: Endpoint (Home)","Decal","None"
"Skin.Octane.EndpointEsportsA","Octane: Endpoint (Away)","Decal","None"
"Skin.Octane.Escorpio","Octane: Vertebrate","Decal","None"
"Skin.Octane.Eunited","Octane: eUnited (Home)","Decal","None"
"Skin.Octane.EvilOrnament","Octane: Stormtrooper","Decal","Star Wars"
"Skin.Octane.FeralCat","Octane: Bodacious","Decal","Star Wars"
"Skin.Octane.Firespirit","Octane: Chantico","Decal","None"
"Skin.Octane.Flair","Flair","Decal","None"
"Skin.Octane.Flames","Octane: Flames","Decal","None"
"Skin.Octane.FNLP","Octane: Loot Llama","Decal","None"
"Skin.Octane.FuriaAway","Octane: Furia (Away)","Decal","None"
"Skin.Octane.FuriaHome","Octane: Furia (Home)","Decal","None"
"Skin.Octane.Futurerascal","Octane: Vaporwave","Decal","None"
"Skin.Octane.GalefirePSplus","Octane: GB Gale-Fire","Decal","None"
"Skin.Octane.GbH","Octane: Green Bay Packers","Decal","None"
"Skin.Octane.Geometric","Octane: GeoMatrix","Decal","None"
"Skin.Octane.Germany","Octane: Germany","Decal","None"
"Skin.Octane.Ghana","Octane: Ghana","Decal","None"
"Skin.Octane.GherkinLTE","Octane: Cheesy Poofs","Decal","None"
"Skin.Octane.Graffiti","Octane: Saverage","Decal","None"
"Skin.Octane.GrillerKiller","Octane: Killer Griller","Decal","None"
"Skin.Octane.Grincher","Octane: Naughty List","Decal","None"
"Skin.Octane.Guild","Octane: Guild","Decal","None"
"Skin.Octane.GuildAway","Octane: Guild (Away)","Decal","None"
"Skin.Octane.GuildEsportsA","Octane: Guild (Away)","Decal","None"
"Skin.Octane.Hallowed","Octane: Reviver","Decal","None"
"Skin.Octane.Halloween","Octane: Thanatos","Decal","None"
"Skin.Octane.HHBanjoLTE01","Octane: Scooby Speed","Decal","None"
"Skin.Octane.Iceburg","Octane: Aang","Decal","None"
"Skin.Octane.ImpossbleCube","Octane: Conundrum","Decal","None"
"Skin.Octane.IndH","Octane: Indianapolis Colts","Decal","None"
"Skin.Octane.Italy","Octane: Italy","Decal","None"
"Skin.Octane.Jackoriver","Octane: Jacktide","Decal","None"
"Skin.Octane.Japan","Octane: Japan","Decal","None"
"Skin.Octane.Ketchup","Octane: Tribalistic","Decal","None"
"Skin.Octane.KillerSnowflake","Octane: Sleet Creeps","Decal","None"
"Skin.Octane.Kitty01","Octane: PUMA Boost","Decal","PUMA"
"Skin.Octane.Kitty02","Octane: PUMA RS-X","Decal","PUMA"
"Skin.Octane.Kitty03","Octane: PUMA High-Octane","Decal","PUMA"
"Skin.Octane.Kitty04","Octane: PUMA Palermo","Decal","PUMA"
"Skin.Octane.Kongo","Octane: Island King","Decal","None"
"Skin.Octane.Krush","Octane: Krush","Decal","None"
"Skin.Octane.Lava","Octane: Darth Maul","Decal","Star Wars"
"Skin.Octane.Leaves","Octane: Kelper","Decal","None"
"Skin.Octane.Lenderman","Octane: Chromagic","Decal","None"
"Skin.Octane.Lightning","Octane: Lightning","Decal","None"
"Skin.Octane.Lightzag","Octane: ZapTrap","Decal","None"
"Skin.Octane.Lowrider","Octane: Block-Rock","Decal","None"
